id		father		cost
10484		97564		1.23
57043		56925		1.23
24038		29620		1.23
21310		32762		1.23
97802		93388		1.23
75885		15677		1.23
63410		69839		1.23
91841		86961		1.23
9054		79044		1.23
55363		34552		1.23
13052		66283		1.23
40328		14982		1.23
40712		3208		1.23
87618		70949		1.23
69240		24706		1.23
43803		82070		1.23
31307		77892		1.23
19349		73689		1.23
58323		38285		1.23
21783		40086		1.23
74000		77538		1.23
33442		72591		1.23
35638		14715		1.23
87095		64429		1.23
97285		57960		1.23
3451		43954		1.23
39020		43954		1.23
16185		80823		1.23
76431		51763		1.23
43189		86527		1.23
91110		93528		1.23
62797		98262		1.23
86034		95335		1.23
87871		3611		1.23
15631		97317		1.23
79346		43166		1.23
89505		66717		1.23
32728		87016		1.23
11796		66499		1.23
35028		69111		1.23
83874		63314		1.23
54421		32130		1.23
94996		97899		1.23
33035		34037		1.23
48330		43756		1.23
90017		74077		1.23
25177		54068		1.23
66049		57544		1.23
24857		96718		1.23
84234		14499		1.23
63102		97058		1.23
63575		7126		1.23
40306		40112		1.23
22652		41284		1.23
62167		53306		1.23
24064		86473		1.23
80139		10516		1.24
19890		21489		1.24
91524		22324		1.24
39468		13334		1.24
65890		59428		1.24
80847		5481		1.24
37783		56354		1.24
560		24685		1.24
64838		24685		1.24
91288		78927		1.24
60360		83849		1.24
99335		86178		1.24
55943		79732		1.24
38216		77236		1.24
1828		95675		1.24
5166		58811		1.24
30784		45068		1.24
74449		19200		1.24
25000		8289		1.24
26497		29312		1.24
19002		3097		1.24
29138		93528		1.24
30002		19516		1.24
66070		59478		1.24
13200		50237		1.24
79195		20488		1.24
23972		20488		1.24
13407		96012		1.24
87430		7818		1.24
30906		15653		1.24
42654		98452		1.24
75033		67650		1.24
64001		35638		1.24
9704		98452		1.24
56326		96012		1.24
3496		23646		1.24
34674		51869		1.24
3670		92842		1.24
5257		75828		1.24
34688		40233		1.24
4123		55735		1.24
81307		10473		1.24
71284		23756		1.24
67787		33018		1.24
79689		33018		1.24
41881		50201		1.24
35625		82873		1.24
43028		71069		1.24
76239		21641		1.24
89286		19723		1.24
7011		46189		1.24
18502		41869		1.24
38494		44632		1.24
76535		36629		1.24
68194		13669		1.24
74283		4526		1.24
45782		55062		1.24
86955		92547		1.24
53347		54034		1.24
89920		54034		1.24
44701		55283		1.24
4969		73549		1.24
52414		42533		1.24
81051		63795		1.24
18365		21240		1.24
82227		14797		1.25
65999		83481		1.25
15651		25752		1.25
77930		41038		1.25
33635		73448		1.25
95117		69635		1.25
28930		10670		1.25
74681		3662		1.25
96871		53418		1.25
88452		71246		1.25
47286		69839		1.25
57013		19002		1.25
627		93388		1.25
73910		38285		1.25
41034		21170		1.25
71035		30717		1.25
9199		60077		1.25
15119		74950		1.25
15159		19516		1.25
71189		34044		1.25
39596		40712		1.25
95943		64429		1.25
66582		56777		1.25
44688		54196		1.25
17008		54196		1.25
88269		71035		1.25
5402		10653		1.25
92008		64001		1.25
37232		65420		1.25
18522		31666		1.25
38145		49401		1.25
60056		94613		1.25
88728		39020		1.25
51844		98262		1.25
